PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_KELUARGA,JUMLAH_SASARAN,JUMLAH_KRS,PENERIMA_BAAS,PENERIMA_BANTUAN_PANGAN,JUMLAH_BALITA_STUNTING,TERLALU_TUA,TERLALU_MUDA,TERLALU_BANYAK,TERLALU_DEKAT,SANITASI,SUMBER_AIR_MINUM,CATIN_SASARAN,CATIN_TERDAMPINGI,CATIN_TIDAK_TERDAMPINGI,CATIN_BERESIKO,BUMIL_SASARAN,BUMIL_TERDAMPINGI,BUMIL_TIDAK_TERDAMPINGI,BUMIL_BERESIKO,PASCASALIN_SASARAN,PASCASALIN_TERDAMPINGI,PASCASALIN_TIDAK_TERDAMPINGI,PASCASALIN_BERESIKO,BADUTA_SASARAN,BADUTA_TERDAMPINGI,BADUTA_TIDAK_TERDAMPINGI,BADUTA_BERESIKO,BULAN
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,84,42,1,1,0,0,0,1,0,0,0,1,14,13,1,10,17,6,11,6,0,0,0,0,5,5,0,2,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,78,45,17,10,0,0,0,12,0,3,16,0,4,4,0,0,10,6,4,3,9,4,5,2,10,3,7,4,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,63,80,78,64,13,10,9,43,8,1,38,17,9,1,8,0,69,29,40,18,26,19,7,19,23,11,12,4,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,61,30,16,9,6,6,0,16,0,0,14,0,9,1,8,0,26,23,3,18,1,1,0,0,20,10,10,3,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,64,17,7,0,0,0,0,0,5,0,5,2,9,3,6,1,12,8,4,4,3,1,2,0,13,0,13,3,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,55,80,57,44,1,0,0,55,1,0,14,17,9,3,6,0,65,30,35,25,14,1,13,1,28,18,10,11,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,34,64,17,16,2,0,0,3,13,1,5,0,3,1,2,1,55,6,49,6,23,16,7,13,3,2,1,3,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,71,53,19,3,0,0,0,14,3,0,7,6,0,0,0,0,43,6,37,2,1,1,0,1,1,0,1,1,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,93,34,8,5,1,0,0,3,5,0,5,3,10,9,1,7,20,5,15,3,3,0,3,0,26,11,15,13,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,BARURU,56,62,35,24,2,2,2,10,9,11,29,3,2,0,2,0,32,29,3,15,25,3,22,0,51,13,38,22,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,77,58,45,7,6,2,0,0,14,17,28,9,11,3,8,3,24,5,19,2,1,0,1,0,8,0,8,5,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,44,12,9,5,1,0,0,1,1,6,4,5,6,5,1,3,11,7,4,3,3,0,3,0,1,1,0,1,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,KALABE,78,50,49,3,3,2,0,32,17,0,39,5,3,3,0,0,46,5,41,5,37,24,13,7,60,15,45,50,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,98,10,1,0,0,0,0,1,0,0,1,0,12,10,2,5,10,9,1,0,9,5,4,5,9,5,4,2,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,48,31,7,3,3,3,2,3,0,2,4,2,1,0,1,0,21,21,0,16,0,0,0,0,7,6,1,7,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA,77,48,38,27,24,15,10,14,3,5,36,2,8,8,0,5,35,21,14,3,0,0,0,0,14,9,5,9,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,53,16,15,7,6,2,2,12,0,1,9,2,6,0,6,0,10,8,2,5,6,1,5,1,5,3,2,1,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,90,27,21,3,0,0,0,18,0,0,10,5,11,1,10,0,23,19,4,5,20,17,3,10,15,12,3,11,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,89,31,4,1,0,0,0,1,3,0,1,0,1,0,1,0,31,18,13,5,7,3,4,3,7,5,2,0,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,64,18,9,3,2,0,0,1,7,1,5,4,2,1,1,1,17,8,9,3,0,0,0,0,11,1,10,4,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,PIDARA,72,58,29,5,4,4,1,28,0,0,0,28,7,0,7,0,21,10,11,10,21,19,2,16,22,20,2,15,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,70,16,4,0,0,0,0,3,1,0,2,2,10,8,2,2,11,11,0,8,1,1,0,0,1,1,0,0,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,94,34,32,5,4,0,0,1,4,20,2,7,10,3,7,1,21,15,6,14,15,0,15,0,11,0,11,11,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,35,67,52,14,1,1,0,9,9,0,32,3,4,4,0,4,55,20,35,15,26,7,19,3,20,5,15,19,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,86,39,36,16,1,0,0,12,15,3,26,8,1,0,1,0,15,7,8,5,11,4,7,2,2,1,1,0,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,85,69,18,13,2,2,1,6,7,4,13,5,4,2,2,0,59,40,19,13,33,29,4,28,21,8,13,14,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,69,12,7,7,6,0,0,3,3,1,0,0,1,0,1,0,10,10,0,2,9,2,7,2,13,9,4,7,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,9,9,20,4,16,4,15,1,14,13,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,59,78,6,6,3,1,0,5,0,0,0,5,1,0,1,0,48,22,26,9,11,8,3,0,46,29,17,0,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,57,52,6,4,3,3,1,3,2,0,1,0,4,3,1,3,52,52,0,3,33,22,11,10,53,31,22,53,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,73,77,41,0,0,0,0,33,7,0,35,6,7,5,2,3,19,19,0,13,7,4,3,2,33,31,2,30,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,93,11,4,2,2,2,1,3,0,0,2,2,8,2,6,0,10,5,5,5,9,6,3,3,10,7,3,10,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,88,48,21,7,2,0,0,11,3,4,20,0,12,6,6,2,17,17,0,17,7,6,1,6,31,14,17,0,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,99,80,76,30,6,6,2,3,53,11,27,33,0,0,0,0,13,11,2,1,0,0,0,0,12,11,1,5,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,31,55,28,2,0,0,0,24,4,0,0,18,3,3,0,3,20,18,2,0,0,0,0,0,19,13,6,18,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,64,10,10,9,2,0,0,1,8,1,2,1,2,0,2,0,10,7,3,6,3,1,2,1,10,4,6,4,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,91,46,42,18,18,3,2,9,5,4,19,3,15,4,11,1,34,29,5,6,15,1,14,0,26,17,9,19,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,66,51,40,17,8,7,1,1,4,6,24,1,3,3,0,3,28,26,2,9,4,0,4,0,37,32,5,15,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,37,50,50,48,40,8,2,39,4,2,1,0,1,0,1,0,28,18,10,0,14,11,3,0,47,15,32,0,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,72,39,0,0,0,0,0,0,0,0,0,0,6,5,1,4,36,27,9,21,34,7,27,3,5,3,2,3,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,68,67,63,24,0,0,0,43,19,1,56,4,0,0,0,0,37,33,4,1,3,1,2,1,40,38,2,4,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,78,79,47,39,23,22,4,9,34,0,6,9,2,2,0,0,16,12,4,10,9,8,1,8,54,17,37,7,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,33,18,7,3,1,1,1,5,0,0,0,6,6,4,2,0,18,16,2,5,5,1,4,1,11,4,7,4,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,98,55,1,0,0,0,0,1,0,0,0,0,18,13,5,12,27,8,19,2,12,5,7,0,1,0,1,1,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,61,71,11,4,2,1,0,6,3,0,7,1,5,1,4,1,24,14,10,6,14,8,6,7,62,49,13,40,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,95,32,13,7,0,0,0,6,7,0,0,8,9,7,2,2,17,15,2,10,5,0,5,0,17,14,3,1,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,68,48,14,8,6,3,0,8,3,3,11,3,9,5,4,0,44,18,26,17,44,25,19,10,55,12,43,8,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,92,17,12,6,1,0,0,2,10,0,0,11,7,5,2,3,10,9,1,3,8,8,0,3,9,9,0,1,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,68,73,9,3,0,0,0,2,5,2,7,2,1,0,1,0,35,16,19,9,22,13,9,10,41,13,28,21,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,63,79,6,4,2,0,0,0,0,0,6,0,0,0,0,0,59,59,0,27,15,9,6,6,0,0,0,0,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,57,51,24,22,10,2,1,14,3,0,24,0,10,5,5,1,15,6,9,0,4,2,2,0,23,19,4,23,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,86,39,26,12,5,0,0,1,21,3,21,4,6,4,2,1,13,7,6,3,10,6,4,2,12,11,1,3,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,45,44,41,39,14,11,6,17,7,2,37,4,2,1,1,0,23,8,15,3,16,15,1,13,26,6,20,4,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,76,25,8,8,5,5,5,2,0,0,8,0,9,8,1,4,23,15,8,2,15,5,10,0,16,9,7,9,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,37,21,15,14,4,0,0,6,2,6,0,13,1,0,1,0,12,6,6,6,8,4,4,4,4,1,3,4,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,88,67,21,4,3,1,1,12,5,1,6,11,10,4,6,2,35,28,7,16,31,10,21,8,42,8,34,11,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,38,39,16,0,0,0,0,8,5,2,4,2,5,0,5,0,10,9,1,7,4,1,3,0,8,5,3,8,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,45,13,13,3,0,0,0,9,0,1,10,0,3,0,3,0,10,8,2,7,5,1,4,1,8,0,8,2,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,54,26,8,5,3,3,3,5,0,0,6,0,8,0,8,0,13,10,3,4,9,8,1,7,19,2,17,8,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,74,32,18,11,9,8,1,5,4,8,15,2,5,1,4,1,19,16,3,7,4,0,4,0,7,5,2,4,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,84,68,0,0,0,0,0,0,0,0,0,0,7,4,3,2,52,22,30,18,19,15,4,12,42,32,10,28,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,60,69,36,2,1,0,0,33,2,0,31,1,2,1,1,1,10,8,2,6,8,3,5,1,30,7,23,2,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,79,39,11,3,0,0,0,2,9,0,2,6,0,0,0,0,29,22,7,3,0,0,0,0,15,1,14,7,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,68,61,15,4,4,1,0,13,0,2,9,4,9,6,3,3,15,12,3,2,10,2,8,0,8,3,5,3,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,92,29,19,10,10,0,0,15,1,3,8,11,3,0,3,0,26,26,0,12,15,8,7,1,11,6,5,9,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,44,76,34,30,29,18,4,1,23,0,8,3,5,2,3,1,51,49,2,49,39,29,10,15,47,1,46,29,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,83,26,11,6,2,0,0,9,0,0,8,1,2,0,2,0,17,11,6,9,17,13,4,6,20,3,17,1,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,66,23,20,6,3,2,0,10,8,2,7,5,3,2,1,0,22,14,8,2,20,8,12,5,24,11,13,3,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,53,50,2,0,0,0,0,0,2,0,0,1,5,4,1,4,33,7,26,2,31,17,14,11,9,8,1,7,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,34,32,11,6,1,0,0,11,0,0,7,3,1,1,0,1,28,5,23,2,24,1,23,1,22,13,9,7,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,97,46,24,21,10,8,4,6,13,0,4,9,14,13,1,8,26,10,16,9,7,6,1,3,35,13,22,0,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,62,44,43,9,8,5,0,10,17,10,42,1,5,1,4,1,32,11,21,1,15,11,4,11,24,8,16,23,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,61,22,5,3,1,0,0,4,0,0,4,0,12,4,8,3,14,13,1,8,3,0,3,0,5,2,3,4,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,34,79,31,17,11,4,0,20,2,9,22,9,5,4,1,0,71,12,59,12,43,28,15,1,78,74,4,11,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,67,26,22,1,1,0,0,5,0,16,19,0,7,6,1,2,24,14,10,1,15,7,8,6,8,4,4,6,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,37,56,47,30,14,14,9,12,17,6,21,18,7,0,7,0,21,8,13,3,2,0,2,0,33,5,28,28,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,36,35,31,31,11,10,3,18,5,1,8,23,6,5,1,3,23,13,10,1,0,0,0,0,13,1,12,9,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,58,35,33,31,11,8,8,2,9,3,26,4,8,0,8,0,24,17,7,17,10,4,6,0,15,3,12,6,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,31,68,19,11,1,1,1,0,13,2,1,0,3,3,0,0,27,16,11,14,10,5,5,0,1,1,0,1,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,76,44,7,0,0,0,0,6,1,0,4,3,4,1,3,1,26,5,21,5,25,7,18,1,31,17,14,2,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,94,12,9,9,2,1,0,9,0,0,2,0,9,4,5,1,11,11,0,6,4,1,3,1,0,0,0,0,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,45,53,12,7,7,5,2,2,0,3,4,7,3,3,0,2,51,14,37,5,31,24,7,19,6,3,3,6,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,68,46,24,10,8,6,1,0,7,12,21,3,8,5,3,5,10,9,1,2,7,6,1,3,28,21,7,20,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,39,51,14,1,1,0,0,5,3,0,12,1,1,1,0,1,44,42,2,0,22,18,4,1,45,38,7,34,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,47,22,11,3,2,2,2,7,2,0,11,0,2,2,0,1,18,13,5,10,1,1,0,0,14,10,4,5,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,86,61,32,8,0,0,0,22,7,1,26,1,15,7,8,0,17,6,11,1,11,3,8,3,25,20,5,13,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,98,41,28,7,5,0,0,24,3,0,15,8,11,9,2,5,25,24,1,21,6,2,4,2,33,10,23,10,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,39,75,65,31,12,11,9,12,39,0,54,0,7,3,4,3,33,23,10,8,8,2,6,1,21,4,17,3,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,44,38,23,7,1,0,0,22,0,0,2,0,8,1,7,1,22,19,3,12,1,0,1,0,18,14,4,1,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,30,29,25,8,8,2,0,25,0,0,11,10,1,0,1,0,12,8,4,2,9,4,5,1,17,2,15,0,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,68,22,12,9,3,3,2,8,1,0,0,8,3,2,1,2,22,11,11,6,11,2,9,1,21,13,8,1,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,74,42,30,22,2,2,0,7,2,5,24,6,10,5,5,0,35,26,9,11,26,13,13,10,51,24,27,41,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,42,28,16,13,10,8,6,4,1,5,2,14,0,0,0,0,23,19,4,0,23,17,6,6,28,15,13,11,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,99,70,33,3,2,2,2,28,1,1,2,28,13,0,13,0,49,37,12,13,42,40,2,33,70,15,55,25,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,62,80,4,4,3,2,0,4,0,0,4,0,1,1,0,0,61,10,51,7,58,39,19,8,14,13,1,13,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,98,30,26,20,13,10,9,15,0,1,14,3,11,9,2,6,25,13,12,2,22,5,17,2,27,25,2,20,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,51,76,51,13,12,11,3,21,27,0,27,11,8,0,8,0,66,30,36,10,26,21,5,7,77,34,43,5,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,77,65,28,16,16,5,1,21,0,4,14,1,0,0,0,0,47,31,16,23,42,8,34,4,55,38,17,48,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,40,71,44,9,7,7,4,35,5,0,23,15,1,1,0,0,59,29,30,4,50,25,25,2,13,3,10,6,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,NOSU,67,51,21,5,3,3,0,10,7,1,4,13,9,4,5,2,34,8,26,7,24,22,2,11,47,18,29,39,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,MINANGA,34,18,15,12,5,2,2,12,1,0,5,4,2,0,2,0,10,10,0,8,10,4,6,0,18,6,12,18,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,44,76,50,22,9,8,4,11,7,15,38,10,2,2,0,1,51,8,43,4,39,2,37,2,75,29,46,31,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,51,11,0,0,0,0,0,0,0,0,0,0,10,9,1,4,10,8,2,7,4,0,4,0,0,0,0,0,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,SIWI,58,39,11,0,0,0,0,3,7,1,3,3,11,7,4,2,10,8,2,1,4,3,1,0,9,0,9,3,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,59,51,39,8,7,6,4,9,4,6,28,4,5,1,4,1,41,5,36,3,18,5,13,2,40,24,16,14,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,PARINDING,92,30,11,0,0,0,0,7,3,1,1,0,15,6,9,6,16,10,6,0,3,0,3,0,14,5,9,13,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,PANA,66,61,3,3,2,0,0,1,1,1,2,0,4,3,1,0,15,8,7,2,3,0,3,0,1,0,1,1,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,MANIPI,53,15,11,2,1,1,0,3,7,0,7,3,7,3,4,0,14,8,6,0,10,0,10,0,7,3,4,2,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,MAMULLU,63,79,3,2,0,0,0,3,0,0,2,1,12,2,10,0,36,12,24,4,14,11,3,5,2,0,2,0,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,SAPAN,98,60,57,49,19,10,5,39,4,1,24,28,0,0,0,0,24,22,2,16,24,2,22,1,55,46,9,12,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,92,32,12,12,11,4,0,2,6,2,3,2,11,7,4,5,16,9,7,4,0,0,0,0,19,10,9,8,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,PANURA,78,13,4,1,0,0,0,2,0,0,0,2,9,7,2,7,12,5,7,4,4,2,2,0,13,5,8,8,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,36,14,2,2,0,0,0,0,1,1,0,1,2,2,0,2,11,7,4,3,0,0,0,0,4,4,0,3,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,KARAKA,58,45,21,14,10,5,5,8,3,3,1,20,10,0,10,0,28,14,14,6,26,21,5,14,22,14,8,15,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,ULUSALU,92,73,69,26,22,17,10,25,2,1,33,4,16,13,3,12,32,6,26,5,11,0,11,0,7,2,5,6,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,WERI,38,29,27,11,2,0,0,1,23,2,15,0,1,1,0,0,17,13,4,1,11,9,2,8,3,3,0,0,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,35,75,64,36,36,8,8,39,11,0,0,29,5,2,3,0,27,15,12,14,4,1,3,1,38,36,2,5,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,SALOAN,55,72,35,15,15,1,1,5,21,5,1,16,4,1,3,0,10,9,1,4,4,0,4,0,7,2,5,4,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,81,73,1,0,0,0,0,1,0,0,0,1,8,3,5,2,48,6,42,1,0,0,0,0,31,6,25,0,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,43,50,11,6,3,1,0,4,7,0,10,1,1,1,0,0,42,31,11,4,39,29,10,26,74,37,37,18,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,39,70,10,9,8,4,4,5,0,1,6,0,7,4,3,2,66,61,5,3,44,41,3,27,44,26,18,30,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,53,73,62,55,36,5,1,30,8,13,40,0,2,2,0,1,31,13,18,3,26,14,12,10,40,17,23,7,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,37,48,0,0,0,0,0,0,0,0,0,0,2,0,2,0,25,25,0,22,25,1,24,1,9,4,5,4,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,46,54,11,1,1,0,0,1,7,2,7,4,5,1,4,1,34,24,10,6,33,19,14,17,15,2,13,0,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,56,35,20,2,0,0,0,18,2,0,15,0,5,1,4,0,15,15,0,12,12,8,4,5,13,3,10,5,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,57,42,7,2,1,0,0,2,0,5,4,0,3,2,1,2,33,6,27,5,29,2,27,0,16,11,5,7,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,65,41,22,1,1,0,0,17,1,4,1,21,12,4,8,4,11,6,5,0,8,6,2,2,2,1,1,0,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,80,45,7,5,4,2,1,4,0,1,5,0,15,7,8,5,27,26,1,6,4,0,4,0,7,6,1,4,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,90,54,17,16,13,7,5,12,0,0,17,0,11,9,2,6,42,6,36,2,13,0,13,0,20,3,17,9,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,73,70,58,27,7,7,2,42,6,6,49,5,11,11,0,2,22,12,10,3,19,13,6,4,39,16,23,26,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,43,30,28,21,7,2,1,18,1,6,9,3,8,8,0,6,10,5,5,0,3,1,2,0,20,3,17,16,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,46,51,11,4,4,0,0,9,0,1,9,2,7,0,7,0,44,24,20,10,34,15,19,10,2,0,2,0,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,95,59,48,28,17,7,4,43,1,0,30,6,16,15,1,15,57,21,36,19,16,5,11,3,17,0,17,9,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,52,16,10,10,3,3,2,8,0,0,7,1,1,0,1,0,15,12,3,11,0,0,0,0,3,2,1,0,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,51,57,14,10,5,5,3,8,0,1,4,7,9,0,9,0,40,39,1,25,25,24,1,10,3,2,1,0,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,65,65,46,22,13,12,7,2,26,1,36,0,1,0,1,0,42,42,0,15,8,5,3,1,23,10,13,0,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,79,75,9,7,5,1,1,7,1,0,7,2,2,1,1,0,45,18,27,2,37,19,18,5,19,8,11,16,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,36,16,2,1,0,0,0,0,0,0,2,0,6,5,1,1,15,7,8,7,14,6,8,3,12,10,2,1,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,39,45,17,8,3,0,0,14,1,0,14,0,7,5,2,5,29,27,2,27,10,10,0,3,27,7,20,22,NOVEMBER
SULAWESI BARAT,MAMASA,SUMARORONG,BATANG URU,94,69,35,16,13,1,0,23,11,0,30,5,4,3,1,0,10,7,3,2,10,10,0,9,36,27,9,3,NOVEMBER
