PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,PUS,PUS_KB,PUS_TIDAK_KB,PB,PA,MKJP,KBPP,UNMET_NEED,BULAN
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,KABUBU,25,19,11,12,18,20,19,15,15,17,15,95,47,18,24,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,WAEPUTEH,30,17,10,18,14,11,18,18,14,18,25,27,77,38,19,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TANGKOU,28,18,19,12,16,10,10,20,11,16,40,71,75,41,14,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TABOLANG,15,16,13,16,19,14,20,20,20,17,11,91,81,31,10,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PARAILI,19,11,15,16,18,19,11,16,17,15,35,76,61,36,23,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG,21,16,13,16,11,17,12,20,13,11,22,87,62,27,20,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALUPANGKANG IV,27,12,16,17,15,15,17,18,18,11,28,34,36,19,11,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,TAPPILINA,11,15,15,12,10,16,16,13,15,17,42,67,90,31,23,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,BAMBAMANURUNG,24,19,12,18,10,16,18,10,13,19,22,23,87,30,11,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SALULEKBO,13,10,20,11,19,13,10,12,14,11,17,25,96,44,18,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,PANGALLOANG,22,10,16,12,16,15,13,20,13,20,27,65,25,28,20,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,TOPOYO,SINABATTA,17,10,14,16,20,12,13,13,12,12,37,15,76,17,20,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAROSSA,20,12,13,19,20,16,16,15,12,19,15,17,14,50,25,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,TASOKKO,20,14,18,14,15,16,13,10,20,14,26,23,88,40,21,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LARA,19,16,12,11,12,11,18,10,20,13,48,69,78,27,10,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KADAILA,30,18,17,13,14,13,12,15,13,20,47,81,89,43,15,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAYU CALLA,27,15,18,17,18,16,19,12,15,16,39,22,45,43,19,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,LEMBAH HOPO,29,16,13,20,12,13,20,18,11,15,21,83,71,32,13,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,BENGGAULU,21,14,20,11,17,10,12,17,12,18,21,89,89,49,14,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SUKA MAJU,25,17,15,11,16,20,16,11,12,12,50,53,86,15,10,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,KAMBUNONG,13,16,14,15,10,19,20,17,15,14,25,65,81,21,15,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SALUBIRO,27,18,19,11,11,15,13,12,11,12,14,99,38,39,12,OKTOBER
SULAWESI BARAT,MAMUJU TENGAH,KAROSSA,SANJANGO,14,19,16,10,20,11,11,19,12,19,22,65,52,22,21,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,TAMPAURE,29,16,13,15,13,18,16,10,12,14,12,11,20,11,20,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,BAMBAIRA,24,14,14,19,10,16,10,19,15,16,35,83,52,12,17,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KASOLOANG,12,18,10,18,11,12,18,18,13,11,41,30,83,24,16,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBAIRA,KALUKU NANGKA,17,19,13,19,19,13,12,11,15,12,13,70,31,50,13,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,RANDOMAYANG,26,19,15,10,11,14,13,17,17,16,19,42,47,12,16,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,BAMBALAMOTU,22,16,19,16,17,19,11,17,16,14,19,13,77,48,21,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,POLEWALI,10,20,19,17,17,13,18,13,15,14,24,27,13,30,13,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,PANGIANG,16,11,10,19,16,15,13,15,10,12,34,59,94,47,18,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,KALOLA,20,17,17,10,11,11,13,13,16,16,33,52,36,27,15,OKTOBER
SULAWESI BARAT,PASANGKAYU,BAMBALAMOTU,WULAI,18,15,15,12,19,20,15,19,18,15,43,56,69,29,22,OKTOBER
SULAWESI BARAT,PASANGKAYU,BARAS,BARAS,14,15,10,17,20,18,18,13,20,14,26,46,59,32,24,OKTOBER
SULAWESI BARAT,PASANGKAYU,BARAS,BULU PARIGI,12,13,20,20,11,14,13,16,12,15,24,78,94,25,21,OKTOBER
SULAWESI BARAT,PASANGKAYU,BARAS,BALANTI,25,17,12,15,10,11,15,12,12,19,40,24,70,17,13,OKTOBER
SULAWESI BARAT,PASANGKAYU,BARAS,MOTU,25,14,10,17,20,19,11,18,13,19,49,53,57,30,18,OKTOBER
SULAWESI BARAT,PASANGKAYU,BARAS,TOWONI,22,10,19,17,11,16,17,12,19,15,40,28,84,47,18,OKTOBER
SULAWESI BARAT,PASANGKAYU,BARAS,KASANO,18,11,17,11,12,18,18,20,10,17,47,56,28,50,20,OKTOBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,SUMBER SARI,23,18,18,16,11,17,10,18,12,17,29,75,70,32,23,OKTOBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,LELEJAE,30,11,13,12,14,16,16,10,16,16,46,99,87,19,16,OKTOBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,BUKIT HARAPAN,26,12,20,11,14,15,20,15,19,14,49,29,89,37,18,OKTOBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,11,17,12,15,11,16,14,18,18,11,25,41,80,48,18,OKTOBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,12,13,13,14,17,18,17,10,11,12,12,10,26,15,20,OKTOBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,13,20,20,16,18,16,12,19,12,16,25,93,23,47,11,OKTOBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,24,18,15,13,12,19,14,19,17,10,15,80,14,27,14,OKTOBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,26,18,11,19,19,17,13,17,10,17,32,22,13,32,25,OKTOBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,14,20,17,18,14,12,12,14,17,18,44,69,88,48,17,OKTOBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,19,12,11,19,14,12,14,11,11,11,17,16,82,45,16,OKTOBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,15,14,18,14,15,14,18,20,17,19,49,12,94,20,15,OKTOBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,12,12,20,19,11,16,11,12,15,10,39,92,20,26,20,OKTOBER
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,26,11,11,18,19,14,19,16,15,14,32,84,56,35,21,OKTOBER
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,21,10,11,10,12,18,15,13,11,10,49,31,32,45,24,OKTOBER
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,28,18,11,11,19,15,19,12,15,18,32,47,52,22,22,OKTOBER
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,12,14,16,13,15,15,19,12,13,16,46,41,25,49,20,OKTOBER
SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,30,11,20,11,19,16,10,15,14,13,35,79,64,50,19,OKTOBER
SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,21,15,17,11,20,11,13,18,12,16,38,85,34,48,24,OKTOBER
SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,21,19,12,13,20,13,13,10,16,19,10,79,68,17,13,OKTOBER
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,30,12,19,15,12,11,15,17,12,17,15,75,82,20,19,OKTOBER
SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,11,20,19,16,11,15,13,13,13,12,21,34,10,49,19,OKTOBER
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,10,14,17,17,11,18,15,20,15,20,35,62,58,41,20,OKTOBER
SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,28,15,12,19,18,13,18,14,11,11,12,69,62,40,16,OKTOBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,18,13,19,20,13,17,18,13,18,20,32,28,34,43,12,OKTOBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,14,14,20,17,16,18,15,17,11,11,12,22,44,18,20,OKTOBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,14,12,20,10,16,11,14,19,16,20,27,12,13,36,24,OKTOBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,26,20,14,12,12,18,20,16,12,19,39,88,78,32,17,OKTOBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,18,17,18,15,10,15,10,13,15,19,26,28,30,44,20,OKTOBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,27,13,20,16,20,11,16,16,13,10,30,78,49,31,13,OKTOBER
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,20,20,17,14,20,18,20,18,13,10,37,31,71,21,11,OKTOBER
SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,16,18,15,11,12,14,15,16,10,11,28,95,94,27,13,OKTOBER
SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,10,20,17,18,19,16,11,18,14,18,38,93,11,21,11,OKTOBER
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,25,16,13,10,13,17,13,15,11,14,16,38,35,47,16,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,23,13,11,13,12,16,11,12,17,14,50,49,75,13,10,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,27,13,16,18,10,19,11,20,11,18,31,39,58,10,19,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,13,19,12,17,14,19,12,18,10,11,32,87,35,29,14,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,12,16,19,16,12,18,14,20,12,13,31,56,72,20,21,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,14,10,10,19,20,12,12,17,19,14,16,32,26,27,23,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,26,11,18,15,20,17,16,14,14,15,24,18,59,39,11,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,29,19,14,12,13,13,12,20,18,17,36,96,63,23,12,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,24,11,17,11,19,14,19,19,17,10,46,81,65,24,12,OKTOBER
SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,23,19,19,12,11,12,11,13,13,12,43,99,62,29,24,OKTOBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,24,14,12,18,12,12,14,15,12,17,28,22,37,11,17,OKTOBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,10,19,15,12,14,14,14,11,12,18,23,88,20,21,10,OKTOBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,12,11,15,20,20,19,19,16,18,14,50,90,55,10,15,OKTOBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,18,20,12,16,10,19,19,19,11,10,26,64,18,42,16,OKTOBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,22,20,10,17,15,14,11,12,13,19,39,40,40,40,12,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,27,11,17,12,15,17,14,10,16,20,15,52,27,47,21,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE,BARU,12,14,12,19,10,13,16,14,17,13,29,71,92,26,21,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,17,15,18,15,18,16,16,14,12,18,37,70,49,29,25,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,27,20,20,18,10,14,12,15,16,13,40,79,61,46,23,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,27,17,20,11,15,10,16,10,13,11,38,22,77,28,11,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,25,19,15,11,14,17,10,16,16,16,19,69,46,18,18,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,12,16,11,17,13,19,11,18,11,16,12,77,99,22,15,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,24,18,18,17,20,10,12,15,16,11,42,25,26,43,24,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,29,11,15,16,14,20,18,12,15,11,38,74,81,24,24,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,13,16,20,15,17,10,19,16,16,18,34,96,92,49,19,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,22,18,19,18,18,18,13,11,15,18,38,57,48,23,25,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,11,20,11,17,18,20,16,17,14,13,34,24,100,43,22,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,24,14,19,19,12,10,19,18,17,15,12,48,87,40,15,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,29,11,14,19,19,12,14,19,20,18,36,23,19,36,25,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,16,16,19,11,19,11,15,15,13,12,13,36,60,28,14,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,27,17,17,16,15,10,11,14,14,17,46,73,65,13,18,OKTOBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,20,11,12,15,15,10,12,15,15,19,38,41,59,41,13,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,22,18,11,17,10,16,20,14,12,19,15,59,54,28,25,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,18,20,11,13,12,14,20,13,12,14,48,95,76,15,11,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,25,10,19,19,10,14,10,17,20,13,27,66,86,37,23,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,21,16,19,16,15,13,12,16,20,14,45,53,20,26,12,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,23,10,15,12,18,20,13,19,12,17,35,95,73,37,18,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,24,14,19,13,11,19,10,19,10,15,18,20,53,13,24,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,13,12,11,10,19,17,11,20,18,18,23,93,87,13,21,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,30,16,18,10,10,17,14,16,15,13,38,87,74,17,10,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,26,19,19,15,14,19,14,18,14,11,35,72,79,10,13,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,12,17,19,11,17,15,16,14,17,12,36,20,83,26,20,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,23,16,18,10,10,16,17,12,14,15,35,89,21,20,24,OKTOBER
SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,12,17,17,19,17,15,13,19,12,20,12,30,59,32,10,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,30,14,13,17,10,20,14,16,19,14,50,42,21,13,21,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,26,20,19,16,12,17,19,12,15,14,16,45,31,26,11,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,25,14,15,13,12,14,11,18,14,14,28,12,44,26,12,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,24,11,15,18,13,18,20,10,12,20,17,90,86,26,17,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,19,12,19,10,19,17,19,12,14,18,30,81,72,39,18,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,14,17,12,13,13,11,17,18,18,12,42,36,43,27,18,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,30,13,14,15,11,17,11,13,14,13,24,51,96,21,23,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,26,14,19,14,12,19,16,20,15,14,13,98,36,34,16,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,10,13,16,19,20,12,18,18,19,12,35,65,91,15,12,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,10,11,20,20,16,18,15,12,14,14,28,15,84,39,18,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,13,18,10,18,15,19,11,13,16,14,40,28,19,43,23,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,12,14,18,11,20,13,17,16,12,17,28,95,83,23,15,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,14,19,15,20,11,13,19,18,10,14,48,98,59,28,10,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,11,14,14,20,15,16,11,16,19,16,29,83,81,13,24,OKTOBER
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,15,18,13,19,15,11,10,20,17,17,20,32,68,46,11,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,21,13,12,10,12,11,11,10,11,15,42,30,26,20,11,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,12,11,17,13,10,12,15,13,18,19,31,62,100,38,16,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,26,13,18,15,18,10,12,10,13,15,19,76,81,14,25,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,25,13,14,19,13,19,14,16,18,20,16,98,50,19,12,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,24,15,14,20,10,14,11,17,15,18,12,18,90,22,12,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,BINANGA,28,14,20,11,11,14,20,11,19,14,17,19,47,13,25,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,23,16,20,15,17,18,14,17,19,20,18,40,58,27,11,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,13,12,12,20,19,17,18,18,13,20,50,17,31,11,19,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,14,16,20,13,11,20,19,16,17,13,25,98,62,35,25,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,18,14,19,17,10,20,10,20,14,13,21,35,66,18,14,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,SENDANA,17,11,20,10,15,14,18,14,11,16,39,86,11,22,18,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,11,17,17,19,19,17,15,17,18,13,44,14,74,26,11,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,27,11,15,14,16,13,16,11,11,18,32,21,93,45,13,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,12,19,18,19,17,15,13,13,13,12,45,46,10,46,12,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,22,11,20,16,18,10,12,15,18,19,38,91,14,34,17,OKTOBER
SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,11,13,18,17,15,15,18,14,14,11,39,77,51,29,23,OKTOBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,14,10,13,11,17,18,10,14,10,14,34,79,67,36,18,OKTOBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,24,12,18,15,13,18,18,17,16,19,27,64,34,44,22,OKTOBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,27,18,18,10,20,16,14,18,18,18,38,53,29,50,20,OKTOBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,22,14,18,14,12,17,17,20,16,15,10,63,39,23,13,OKTOBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,24,16,20,16,18,11,15,10,18,10,45,97,65,29,15,OKTOBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,14,10,13,18,19,15,18,12,12,15,18,27,64,15,25,OKTOBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,10,11,14,19,16,20,14,10,13,14,18,35,31,24,14,OKTOBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,23,17,20,20,12,20,18,11,17,14,12,79,15,43,16,OKTOBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,26,12,20,10,16,11,14,19,20,10,38,10,77,12,24,OKTOBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,20,17,13,16,20,18,18,11,17,10,41,15,68,24,25,OKTOBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,17,18,16,11,11,17,20,16,17,16,35,19,38,37,12,OKTOBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,17,17,15,15,10,11,11,19,13,16,18,82,79,50,25,OKTOBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,11,20,15,10,10,11,14,13,12,14,28,25,80,36,16,OKTOBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,23,14,18,11,12,15,15,12,17,18,11,80,52,16,16,OKTOBER
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,17,15,18,16,17,15,18,12,16,11,41,86,20,28,22,OKTOBER
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,14,18,13,11,20,11,19,20,17,20,49,89,31,10,11,OKTOBER
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,10,13,12,13,11,11,11,19,10,15,18,56,74,39,16,OKTOBER
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,10,16,20,14,14,11,13,18,20,11,13,100,42,17,13,OKTOBER
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,10,10,14,13,12,17,18,12,12,18,16,28,73,23,23,OKTOBER
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,30,17,17,10,16,15,18,15,20,11,48,18,39,36,19,OKTOBER
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,22,14,16,20,11,11,10,10,13,11,29,30,20,26,20,OKTOBER
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,23,10,18,12,13,20,19,14,12,15,40,72,22,50,13,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,16,13,10,14,16,19,18,18,18,20,26,32,56,19,23,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,15,19,20,20,13,10,15,17,12,18,45,100,77,38,12,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,20,12,12,19,20,12,12,20,16,14,31,40,33,16,17,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,20,18,16,13,14,18,16,20,15,19,50,77,19,17,16,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,30,16,18,16,19,19,20,17,13,15,22,22,61,50,13,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,28,14,15,20,15,18,14,18,19,15,28,16,69,46,24,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,BARURU,14,18,20,13,11,10,13,15,17,16,39,41,48,28,16,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,12,10,11,13,15,12,19,11,14,15,50,48,20,42,22,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,24,13,17,14,12,18,16,19,17,19,29,43,18,48,20,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,KALABE,13,10,19,18,17,10,13,15,12,12,44,35,27,22,14,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,10,12,11,20,15,13,10,14,13,17,24,95,68,38,18,OKTOBER
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,26,14,13,12,10,12,12,11,17,10,25,88,28,31,12,OKTOBER
SULAWESI BARAT,MAMASA,BALLA,BALLA,22,10,20,17,17,16,16,13,19,16,19,61,48,38,16,OKTOBER
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,15,13,12,17,12,19,19,15,13,14,46,16,69,43,23,OKTOBER
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,29,15,15,20,14,16,16,19,13,10,38,51,81,26,24,OKTOBER
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,26,19,19,20,16,13,11,13,16,20,21,77,54,19,18,OKTOBER
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,18,16,14,18,12,16,12,16,11,16,48,71,91,42,12,OKTOBER
SULAWESI BARAT,MAMASA,BALLA,PIDARA,17,15,19,10,19,15,16,14,20,18,36,11,67,35,11,OKTOBER
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,27,12,15,19,19,15,16,12,18,19,25,12,32,40,12,OKTOBER
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,27,20,10,12,11,17,10,20,10,18,14,91,42,30,11,OKTOBER
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,19,18,19,19,12,17,13,18,16,14,49,67,22,22,23,OKTOBER
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,18,16,20,18,20,20,12,15,12,13,28,36,37,23,14,OKTOBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,15,11,11,15,10,14,13,19,14,17,46,17,57,38,22,OKTOBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,30,15,13,16,14,12,20,13,14,13,15,24,16,17,18,OKTOBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,12,20,14,10,10,12,18,20,18,13,13,22,75,22,14,OKTOBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,13,14,15,10,18,17,20,16,14,20,39,21,95,25,15,OKTOBER
