PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Sasaran,Persen_Ukur_Timbang,Stunting,Wasting,Underweight,BULAN
SULAWESI BARAT,PASANGKAYU,BULU TABA,LILIMORI,23,95.65,0,2,4,NOVEMBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,KARAVE,113,60.18,15,15,15,NOVEMBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,KASTABUANA,124,62.9,14,4,11,NOVEMBER
SULAWESI BARAT,PASANGKAYU,BULU TABA,OMPI,72,73.61,8,1,3,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,DAPURANG,151,50.99,18,9,22,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,BENGGAULU,108,76.85,21,6,16,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,TIRTABUANA,32,90.63,5,0,6,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,BULU BONGGU,71,60.56,11,6,11,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DAPURANG,SARASA,166,56.02,39,11,34,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TAMMARUNANG,102,61.76,11,6,12,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SAPTANAJAYA,1393,19.53,54,27,107,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DURIPOKU,TARANGGI,275,78.55,51,9,51,NOVEMBER
SULAWESI BARAT,PASANGKAYU,DURIPOKU,SIPAKAINGA,272,53.31,34,12,38,NOVEMBER
SULAWESI BARAT,PASANGKAYU,LARIANG,KULU,155,73.55,13,20,23,NOVEMBER
SULAWESI BARAT,PASANGKAYU,LARIANG,PARABU,197,61.93,18,17,31,NOVEMBER
SULAWESI BARAT,PASANGKAYU,LARIANG,KENANGAN,414,71.26,50,24,60,NOVEMBER
SULAWESI BARAT,PASANGKAYU,LARIANG,BAJAWALI,294,60.88,43,20,36,NOVEMBER
SULAWESI BARAT,PASANGKAYU,LARIANG,SINGGANI,239,45.61,28,20,42,NOVEMBER
SULAWESI BARAT,PASANGKAYU,LARIANG,BATU MATORU,342,79.53,65,31,64,NOVEMBER
SULAWESI BARAT,PASANGKAYU,LARIANG,BAMBAKORO,356,84.27,65,26,48,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,KARYA BERSAMA,245,80.41,48,14,41,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,AKO,363,87.6,59,10,64,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PASANGKAYU,132,87.12,16,10,24,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,MARTAJAYA,98,90.82,17,5,16,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,PAKAVA,86,90.7,16,8,18,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PASANGKAYU,GUNUNG SARI,345,96.23,73,36,76,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MALEI,344,94.19,70,13,47,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PEDONGGA,PEDANDA,382,87.7,92,55,98,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PEDONGGA,BATU OGE,191,94.76,48,32,60,NOVEMBER
SULAWESI BARAT,PASANGKAYU,PEDONGGA,MARTASARI,359,97.49,96,55,110,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARJO,SARJO,216,81.48,46,12,41,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARJO,MAPONU,167,50.3,11,18,26,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARJO,LETAWA,266,80.83,26,31,56,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARJO,SARUDE,257,67.32,20,32,53,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARUDU,DODA,183,66.67,26,31,44,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARUDU,SARUDU,145,92.41,29,32,44,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARUDU,BULU MARIO,219,93.61,34,23,52,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARUDU,KUMASARI,237,89.87,47,17,49,NOVEMBER
SULAWESI BARAT,PASANGKAYU,SARUDU,PATIKA,188,90.96,37,29,57,NOVEMBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,MAKMUR JAYA,523,86.42,108,39,102,NOVEMBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,LARIANG,193,96.89,32,9,36,NOVEMBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,TIKKE,206,68.93,28,25,43,NOVEMBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,PAJALELE,347,89.63,55,23,72,NOVEMBER
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,JENGENG RAYA,57,87.72,7,8,13,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE,BANGGAE,359,89.69,61,7,54,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE,BARU,197,98.98,35,9,32,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE,PANGALI ALI,114,96.49,17,4,14,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE,TOTOLI,229,88.65,36,4,28,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE,RANGAS,448,93.75,72,14,64,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE,GALUNG,270,64.44,51,4,34,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE,PALIPI SOREANG,162,71.6,47,4,27,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE,PAMBOBORANG,88,64.77,12,0,6,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BAURUNG,76,88.16,20,0,11,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA,215,64.65,23,11,16,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BARUGA DHUA,231,70.13,79,24,69,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG,420,65.71,64,34,57,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE,211,62.56,28,10,32,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LEMBANG,505,67.52,68,37,83,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,LABUANG UTARA,105,78.1,26,6,30,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,TANDE TIMUR,237,59.49,21,25,32,NOVEMBER
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,267,64.42,59,22,49,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,113,74.34,16,12,21,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,66,66.67,3,7,10,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,23,95.65,0,2,4,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,113,60.18,15,15,15,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,124,62.9,14,4,11,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,72,73.61,8,1,3,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,151,50.99,18,9,22,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,108,76.85,21,6,16,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,32,90.63,5,0,6,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,71,60.56,11,6,11,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,166,56.02,39,11,34,NOVEMBER
SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,523,86.42,108,39,102,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,193,96.89,32,9,36,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,206,68.93,28,25,43,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,347,89.63,55,23,72,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,57,87.72,7,8,13,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,359,89.69,61,7,54,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,197,98.98,35,9,32,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,114,96.49,17,4,14,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,229,88.65,36,4,28,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,448,93.75,72,14,64,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,270,64.44,51,4,34,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,162,71.6,47,4,27,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,88,64.77,12,0,6,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,76,88.16,20,0,11,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,215,64.65,23,11,16,NOVEMBER
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,231,70.13,79,24,69,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,420,65.71,64,34,57,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,211,62.56,28,10,32,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,505,67.52,68,37,83,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,105,78.1,26,6,30,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,237,59.49,21,25,32,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,BINANGA,267,64.42,59,22,49,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,113,74.34,16,12,21,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,66,66.67,3,7,10,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,23,95.65,0,2,4,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,113,60.18,15,15,15,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,SENDANA,124,62.9,14,4,11,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,72,73.61,8,1,3,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,151,50.99,18,9,22,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,108,76.85,21,6,16,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,32,90.63,5,0,6,NOVEMBER
SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,71,60.56,11,6,11,NOVEMBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,166,56.02,39,11,34,NOVEMBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,102,61.76,11,6,12,NOVEMBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,523,86.42,108,39,102,NOVEMBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,193,96.89,32,9,36,NOVEMBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,206,68.93,28,25,43,NOVEMBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,347,89.63,55,23,72,NOVEMBER
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,57,87.72,7,8,13,NOVEMBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,359,89.69,61,7,54,NOVEMBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,197,98.98,35,9,32,NOVEMBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,114,96.49,17,4,14,NOVEMBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,229,88.65,36,4,28,NOVEMBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,448,93.75,72,14,64,NOVEMBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,270,64.44,51,4,34,NOVEMBER
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,162,71.6,47,4,27,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,88,64.77,12,0,6,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,76,88.16,20,0,11,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,215,64.65,23,11,16,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,231,70.13,79,24,69,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,420,65.71,64,34,57,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,211,62.56,28,10,32,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,505,67.52,68,37,83,NOVEMBER
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,105,78.1,26,6,30,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,237,59.49,21,25,32,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,267,64.42,59,22,49,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,113,74.34,16,12,21,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,66,66.67,3,7,10,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,23,95.65,0,2,4,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,113,60.18,15,15,15,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,BARURU,124,62.9,14,4,11,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,72,73.61,8,1,3,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,151,50.99,18,9,22,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,KALABE,108,76.85,21,6,16,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,32,90.63,5,0,6,NOVEMBER
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,71,60.56,11,6,11,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA,166,56.02,39,11,34,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,102,61.76,11,6,12,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,1393,19.53,54,27,107,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,275,78.55,51,9,51,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,272,53.31,34,12,38,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,PIDARA,155,73.55,13,20,23,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,197,61.93,18,17,31,NOVEMBER
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,414,71.26,50,24,60,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,294,60.88,43,20,36,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,239,45.61,28,20,42,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,342,79.53,65,31,64,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,356,84.27,65,26,48,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,245,80.41,48,14,41,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,363,87.6,59,10,64,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,523,86.42,108,39,102,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,193,96.89,32,9,36,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,206,68.93,28,25,43,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,347,89.63,55,23,72,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,57,87.72,7,8,13,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,359,89.69,61,7,54,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,197,98.98,35,9,32,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,114,96.49,17,4,14,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,229,88.65,36,4,28,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,448,93.75,72,14,64,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,270,64.44,51,4,34,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,162,71.6,47,4,27,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,88,64.77,12,0,6,NOVEMBER
SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,76,88.16,20,0,11,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,215,64.65,23,11,16,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,231,70.13,79,24,69,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,420,65.71,64,34,57,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,211,62.56,28,10,32,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,505,67.52,68,37,83,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,105,78.1,26,6,30,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,237,59.49,21,25,32,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,267,64.42,59,22,49,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,113,74.34,16,12,21,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,66,66.67,3,7,10,NOVEMBER
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,23,95.65,0,2,4,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,113,60.18,15,15,15,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,124,62.9,14,4,11,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,72,73.61,8,1,3,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,151,50.99,18,9,22,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,108,76.85,21,6,16,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,32,90.63,5,0,6,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,71,60.56,11,6,11,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,166,56.02,39,11,34,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,102,61.76,11,6,12,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,1393,19.53,54,27,107,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,275,78.55,51,9,51,NOVEMBER
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,272,53.31,34,12,38,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,155,73.55,13,20,23,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,197,61.93,18,17,31,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,414,71.26,50,24,60,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,294,60.88,43,20,36,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,239,45.61,28,20,42,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,342,79.53,65,31,64,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,356,84.27,65,26,48,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,245,80.41,48,14,41,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,363,87.6,59,10,64,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,132,87.12,16,10,24,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,523,86.42,108,39,102,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,193,96.89,32,9,36,NOVEMBER
SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,206,68.93,28,25,43,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,347,89.63,55,23,72,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,57,87.72,7,8,13,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,359,89.69,61,7,54,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,197,98.98,35,9,32,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,114,96.49,17,4,14,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,229,88.65,36,4,28,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,448,93.75,72,14,64,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,270,64.44,51,4,34,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,162,71.6,47,4,27,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,88,64.77,12,0,6,NOVEMBER
SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,76,88.16,20,0,11,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,215,64.65,23,11,16,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,231,70.13,79,24,69,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,420,65.71,64,34,57,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,211,62.56,28,10,32,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,505,67.52,68,37,83,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,105,78.1,26,6,30,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,237,59.49,21,25,32,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,267,64.42,59,22,49,NOVEMBER
SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,113,74.34,16,12,21,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,NOSU,66,66.67,3,7,10,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,MINANGA,23,95.65,0,2,4,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,113,60.18,15,15,15,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,124,62.9,14,4,11,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,SIWI,72,73.61,8,1,3,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,151,50.99,18,9,22,NOVEMBER
SULAWESI BARAT,MAMASA,NOSU,PARINDING,108,76.85,21,6,16,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,PANA,32,90.63,5,0,6,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,MANIPI,71,60.56,11,6,11,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,MAMULLU,166,56.02,39,11,34,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,SAPAN,102,61.76,11,6,12,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,1393,19.53,54,27,107,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,PANURA,275,78.55,51,9,51,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,272,53.31,34,12,38,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,KARAKA,155,73.55,13,20,23,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,ULUSALU,197,61.93,18,17,31,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,WERI,414,71.26,50,24,60,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,294,60.88,43,20,36,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,SALOAN,239,45.61,28,20,42,NOVEMBER
SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,342,79.53,65,31,64,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,356,84.27,65,26,48,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,245,80.41,48,14,41,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,363,87.6,59,10,64,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,132,87.12,16,10,24,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,98,90.82,17,5,16,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,86,90.7,16,8,18,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,345,96.23,73,36,76,NOVEMBER
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,344,94.19,70,13,47,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,382,87.7,92,55,98,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,191,94.76,48,32,60,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,359,97.49,96,55,110,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,216,81.48,46,12,41,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,167,50.3,11,18,26,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,266,80.83,26,31,56,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,257,67.32,20,32,53,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,183,66.67,26,31,44,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,145,92.41,29,32,44,NOVEMBER
SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,219,93.61,34,23,52,NOVEMBER
